Item,Open,Close,Volume
0,4.44E-06,0,4.54E-05
1,8.87E-05,8.43E-05,0.000100389
2,0.00012423,0.000119731,0.000158003
3,0.000146414,0.000141903,0.000110864
4,0.000195218,0.000186248,0.000271486
5,0.000168598,0.000164076,0.000123958
6,0.000195218,0.000190682,0.000164986
7,4.88E-05,4.43E-05,0.000194666
8,8.87E-06,4.43E-06,0.000226092
9,0,2.66E-05,0.000165859
10,9.32E-05,8.87E-05,9.17E-05
11,8.87E-05,8.43E-05,7.25E-05
12,9.76E-05,9.31E-05,3.75E-05
13,0.000110919,0.000106427,6.11E-05
14,0.000128667,0.000115296,0.000100389
15,9.32E-05,8.87E-05,4.45E-05
16,3.99E-05,3.55E-05,8.38E-05
17,3.55E-05,3.10E-05,3.58E-05
18,7.54E-05,7.10E-05,4.45E-05
19,0.000110919,0.000159641,0.000143163
20,0.000177471,0.000172944,8.29E-05
21,0.000177471,0.000172944,9.34E-05
22,0.000257333,0.000252765,0.000113483
23,0.000283954,0.000279372,0.000128323
24,0.000310574,0.000292675,0.000129196
25,0.000257333,0.000252765,5.41E-05
26,0.000248459,0.000243896,6.37E-05
27,0.000279517,0.000274938,9.34E-05
28,0.00026177,0.000257199,9.17E-05
29,0.000248459,0.000177378,0.000200777
30,0.000181907,0.000177378,8.64E-05
31,0.00015085,0.000146338,0.000103007
32,0.000221839,0.000217289,0.000104753
33,0.000257333,0.000239462,0.000151019
34,0.000230712,0.000226158,4.54E-05
35,0.000248459,0.000243896,4.98E-05
36,0.000279517,0.000274938,8.47E-05
37,0.000270643,0.000274938,0.00011261
38,0.000252896,0.00024833,4.98E-05
39,0.00026177,0.000257199,5.85E-05
40,0.000257333,0.000252765,5.24E-05
41,0.000283954,0.000279372,6.81E-05
42,0.000301701,0.000292675,0.000145782
43,0.000244023,0.000239462,7.42E-05
44,0.000239586,0.000235027,5.41E-05
45,0.000186344,0.000181813,5.15E-05
46,0.000195218,0.000190682,4.54E-05
47,0.000217401,0.000203986,7.42E-05
48,0.000266206,0.000261634,3.49E-05
49,0.000354942,0.000350324,9.52E-05
50,0.000372689,0.000368061,0.000115229
51,0.000354942,0.000350324,7.51E-05
52,0.000372689,0.000345889,0.000113483
53,0.000354942,0.000350324,5.76E-05
54,0.000399309,0.000394668,0.000110864
55,0.000403746,0.000399102,0.000111737
56,0.000403746,0.000399102,7.25E-05
57,0.000425931,0.000354757,0.000180699
58,0.000390437,0.000385799,9.08E-05
59,0.000350506,0.000345889,0.000117847
60,0.00028839,0.000283806,0.00014229
61,0.000283954,0.000279372,9.95E-05
62,0.000306137,0.000385799,0.000131815
63,0.000399309,0.000394668,0.000110864
64,0.000434803,0.000430143,6.02E-05
65,0.000501356,0.000496661,0.000109991
66,0.000519103,0.000527702,0.000211252
67,0.000488045,0.000483357,0.000110864
68,0.000572344,0.000567613,0.000110864
69,0.000590091,0.00058535,0.000145782
70,0.000581217,0.000576481,0.000175462
71,0.00053685,0.000541005,0.000280215
72,0.000612275,0.000607523,0.00022522
73,0.000621148,0.000616391,0.000192921
74,0.000567907,0.000563178,0.000161495
75,0.000581217,0.000576481,0.00017197
76,0.000576781,0.000518833,0.000247043
77,0.000523539,0.000518833,9.52E-05
78,0.000492482,0.000487792,9.95E-05
79,0.00053685,0.000532137,0.000116102
80,0.000581217,0.000576481,0.000126577
81,0.000630022,0.000691777,0.000245297
82,0.000647769,0.000642999,0.000131815
83,0.000718757,0.00071395,0.000120466
84,0.000652206,0.000647433,0.000123085
85,0.000696573,0.000691777,9.25E-05
86,0.000745378,0.00071395,0.000161495
87,0.000718757,0.00071395,8.55E-05
88,0.000727631,0.000722819,9.95E-05
89,0.000727631,0.000722819,8.82E-05
90,0.000678826,0.00067404,9.17E-05
91,0.0006877,0.000709515,9.17E-05
92,0.000794183,0.000789336,8.64E-05
93,0.000829677,0.000824812,0.000111737
94,0.000847423,0.000842549,0.000392825
95,0.000900665,0.000895763,0.000119593
96,0.000913975,0.000860288,0.000155384
97,0.000913975,0.000909066,6.29E-05
98,0.000905102,0.000900198,9.69E-05
99,0.000905102,0.000900198,6.46E-05
100,0.000896228,0.000891329,5.15E-05
101,0.000887355,0.000913501,7.33E-05
102,0.000945033,0.000940108,6.90E-05
103,0.000940596,0.000935674,7.33E-05
104,0.00094947,0.000944543,6.20E-05
105,0.000865171,0.000860288,7.77E-05
106,0.0009894,0.000984452,0.000131815
107,0.001011584,0.001006625,8.82E-05
108,0.001104756,0.001099749,9.08E-05
109,0.001157998,0.001152963,0.000121339
110,0.001220113,0.001215045,9.17E-05
111,0.001153561,0.001148528,9.17E-05
112,0.001033768,0.001028797,7.94E-05
113,0.001011584,0.001006625,6.90E-05
114,0.001029331,0.001024363,3.84E-05
115,0.001007148,0.001002191,4.80E-05
116,0.000967217,0.00096228,6.37E-05
117,0.001042642,0.001037666,8.82E-05
118,0.00111363,0.001108618,9.52E-05
119,0.001104756,0.001099749,8.38E-05
120,0.000647769,0.000642999,0.000280215
121,0.000559033,0.000554309,0.000359653
122,0.000647769,0.000642999,0.000162368
123,0.000350506,0.000345889,0.000200777
124,0.000461425,0.000456751,0.000167605
125,0.00043924,0.000434578,7.07E-05
126,0.000514665,0.000509964,5.76E-05
127,0.000559033,0.000554309,7.25E-05
128,0.000452551,0.000447882,9.86E-05
129,0.000417057,0.000412406,0.000106499
130,0.000297264,0.000292675,0.000219109
131,9.76E-05,9.31E-05,0.000214744
132,1.77E-05,1.33E-05,0.000167605
133,9.76E-05,9.31E-05,0.000101261
134,1.33E-05,8.87E-06,6.81E-05
135,0.000181907,0.000177378,9.43E-05
136,0.000315011,0.000310413,0.000147528
137,0.000425931,0.000421275,0.000211252
138,0.000417057,0.000412406,0.000180699
139,0.000368252,0.000363627,0.000136179
140,0.000257333,0.000252765,0.000177208
141,0.00027508,0.000270503,0.000150146
142,0.000377126,0.000372496,0.000136179
143,0.000461425,0.000456751,0.000114356
144,0.000527976,0.000523268,7.42E-05
145,0.000607838,0.000603088,0.000107372
146,0.000576781,0.000572047,0.000108245
147,0.000594528,0.000589785,8.03E-05
148,0.000661079,0.000656301,7.51E-05
149,0.000780872,0.000776033,9.69E-05
150,0.000803056,0.000798204,0.000125704
151,0.000869608,0.000864722,8.90E-05
152,0.00081193,0.000807074,9.86E-05
153,0.000723195,0.000718385,8.21E-05
154,0.000727631,0.000722819,4.71E-05
155,0.000740941,0.000736122,5.15E-05
156,0.000749815,0.000744991,8.99E-05
157,0.000838551,0.000833681,0.000124831
158,0.000900665,0.000895763,9.08E-05
159,0.000909539,0.000904633,9.60E-05
160,0.000900665,0.000895763,7.07E-05
161,0.00096278,0.000957846,7.33E-05
162,0.00094947,0.000944543,7.68E-05
163,0.000838551,0.000833681,7.59E-05
164,0.000834114,0.000829247,4.89E-05
165,0.000838551,0.000833681,0.000100389
166,0.000789746,0.000784902,6.55E-05
167,0.000785309,0.000780467,3.49E-05
168,0.000842987,0.000838115,4.80E-05
169,0.000900665,0.000895763,4.45E-05
170,0.000838551,0.000833681,4.89E-05
171,0.000860734,0.000855853,5.24E-05
172,0.000931722,0.000926805,0.000106499
173,0.000869608,0.000864722,9.78E-05
174,0.000984964,0.000980019,8.21E-05
175,0.001082573,0.001077577,0.000162368
176,0.001122504,0.001117487,0.000140544
177,0.001171309,0.001166267,0.000145782
178,0.001206803,0.001201742,0.000113483
179,0.001180181,0.001175135,7.42E-05
180,0.001135814,0.00113079,0.00011872
181,0.001206803,0.001201742,7.94E-05
182,0.00123786,0.001232784,0.000154511
183,0.001228986,0.001223914,0.000111737
184,0.001104756,0.001099749,0.000134433
185,0.00122455,0.00121948,0.000141417
186,0.001228986,0.001223914,0.00012745
187,0.001242297,0.001237218,9.25E-05
188,0.00134878,0.001343645,0.00012745
189,0.001335469,0.001330342,0.000151892
190,0.001486319,0.001481114,0.000190302
191,0.001437514,0.001432334,0.000152765
192,0.001539561,0.001534328,0.000141417
193,0.001557308,0.001481114,0.000223474
194,0.001388711,0.001383556,9.86E-05
195,0.001424205,0.001419031,0.00012745
196,0.001419768,0.001414597,0.00011261
197,0.001357652,0.001352513,0.000149273
198,0.001437514,0.001432334,0.000110864
199,0.001490756,0.001485548,0.000145782
200,0.001495193,0.001489983,0.000131815
201,0.001468572,0.001463375,9.60E-05
202,0.001490756,0.001463375,0.000160622
203,0.001521813,0.001516589,9.17E-05
204,0.001508503,0.001503286,0.00010388
205,0.001313285,0.00130817,0.000197285
206,0.001384273,0.001379121,9.25E-05
207,0.001393147,0.00130817,0.0001484
208,0.001277791,0.001272694,0.000110864
209,0.001291101,0.001285996,9.08E-05
210,0.001366526,0.001361383,7.33E-05
211,0.001419768,0.001414597,7.16E-05
212,0.001388711,0.001197308,0.000204269
213,0.001291101,0.001285996,9.69E-05
214,0.001393147,0.00138799,8.90E-05
215,0.001459699,0.001454507,7.86E-05
216,0.001490756,0.001485548,7.77E-05
217,0.001424205,0.001419031,9.08E-05
218,0.001406457,0.001401293,7.68E-05
219,0.001362089,0.001356948,8.90E-05
220,0.001424205,0.001419031,0.000121339
221,0.001464136,0.001450072,0.000223474
222,0.001433077,0.001427899,0.000110864
223,0.001557308,0.001552065,0.000173716
224,0.001628296,0.001623017,0.000164113
225,0.001610549,0.001560934,0.000156257
226,0.001291101,0.001285996,0.000194666
227,0.001206803,0.001201742,0.000177208
228,0.001268917,0.001263824,0.000116974
229,0.001335469,0.001330342,9.86E-05
230,0.001282228,0.001037666,0.000222601
231,0.001180181,0.001175135,0.000104753
232,0.001242297,0.001237218,0.000110864
233,0.001220113,0.001215045,9.34E-05
234,0.001220113,0.001215045,0.000137052
235,0.00126448,0.001356948,0.00026974
236,0.001344342,0.001339211,0.000122212
237,0.001339906,0.001334776,0.00011261
238,0.001233423,0.001228349,0.000167605
239,0.001189055,0.001184004,0.000146655
240,0.001326595,0.001414597,0.000504562
241,0.001468572,0.001463375,0.000254027
242,0.001473008,0.00146781,0.000241805
243,0.001477446,0.001472245,0.000283707
244,0.001517377,0.001512155,0.000172843
245,0.001450825,0.001445638,0.000167605
246,0.001619422,0.001614147,0.000192048
247,0.001654916,0.001649623,0.00024617
248,0.0016771,0.001671796,0.000235695
249,0.001668227,0.001822568,0.000333465
250,0.001792457,0.001787093,0.000229584
251,0.001872319,0.001866913,0.00023133
252,0.001872319,0.001866913,0.00023133
253,0.001876755,0.001924561,0.000279342
254,0.001983238,0.001977775,0.000267121
255,0.001863445,0.001858044,0.000220855
256,0.002014296,0.002008816,0.00024006
257,0.001978802,0.00197334,0.000192921
258,0.001974364,0.002057595,0.00027585
259,0.002134088,0.002128546,0.000261883
260,0.002174019,0.002168456,0.000274104
261,0.002107467,0.00210194,0.00024006
262,0.002089721,0.002084202,0.000212125
263,0.002111904,0.002004381,0.000259264
264,0.002045353,0.002039857,0.000116974
265,0.002000985,0.001995512,0.000109118
266,0.001943307,0.001937865,0.000155384
267,0.002045353,0.002039857,0.000130069
268,0.002165146,0.00222167,0.000286326
269,0.002258318,0.002252712,0.000151892
270,0.002222824,0.002217236,0.000139671
271,0.002271628,0.002266015,0.000143163
272,0.002355926,0.00235027,0.000199904
273,0.002409168,0.002456698,0.00029069
274,0.002426916,0.002421222,0.00014229
275,0.002369237,0.002363574,0.000111737
276,0.002413605,0.002407918,0.000120466
277,0.002449099,0.002443394,0.000158003
278,0.002466846,0.002447828,0.000237441
279,0.002426916,0.002421222,0.000114356
280,0.002373674,0.002368008,8.38E-05
281,0.002431352,0.002425656,9.78E-05
282,0.002440226,0.002292622,0.000173716
283,0.002280502,0.002274885,0.000110864
284,0.00231156,0.002305926,8.12E-05
285,0.00233818,0.002332532,6.98E-05
286,0.002355926,0.002336967,0.000138798
287,0.002267191,0.002261581,8.21E-05
288,0.002284938,0.002279318,7.86E-05
289,0.002307122,0.002301491,7.59E-05
290,0.002342617,0.002336967,7.25E-05
291,0.002347054,0.002274885,0.000137052
292,0.002280502,0.002274885,6.55E-05
293,0.00231156,0.002305926,8.99E-05
294,0.00235149,0.002345836,6.11E-05
295,0.00235149,0.002345836,7.59E-05
296,0.002333743,0.002234974,0.000119593
297,0.002111904,0.002106374,0.000138798
298,0.002040916,0.002035423,0.000119593
299,0.002058663,0.002053161,0.000116102
300,0.00221395,0.002208367,8.03E-05
301,0.00222726,0.002172891,8.82E-05
302,0.002160709,0.002155153,2.44E-05
303,0.00221395,0.002208367,4.98E-05
304,0.002253881,0.002248277,4.80E-05
305,0.002138524,0.002159588,0.000121339
306,0.002156272,0.002150719,4.45E-05
307,0.002045353,0.002039857,8.99E-05
308,0.00207641,0.002070898,4.89E-05
309,0.002142962,0.002137415,3.58E-05
310,0.002107467,0.002066464,8.90E-05
311,0.002045353,0.002039857,4.19E-05
312,0.002107467,0.00210194,4.89E-05
313,0.002236134,0.00223054,9.17E-05
314,0.002249444,0.002243842,6.20E-05
315,0.002231697,0.002226105,7.07E-05
316,0.002218387,0.002212801,4.71E-05
317,0.00221395,0.002208367,5.94E-05
318,0.002298249,0.002292622,6.90E-05
319,0.002413605,0.002407918,0.000120466
320,0.00246241,0.002385746,0.000169351
321,0.002413605,0.002407918,6.37E-05
322,0.002431352,0.002425656,9.08E-05
323,0.002391421,0.002385746,6.81E-05
324,0.002391421,0.002385746,1.75E-05
325,0.002395857,0.00239018,0.000377112
326,0.002355926,0.00235027,5.94E-05
327,0.002360363,0.002354704,6.81E-05
328,0.002444662,0.00243896,9.25E-05
329,0.002546708,0.002540952,0.000120466
330,0.002564455,0.00255869,0.00015713
331,0.002608823,0.002603035,8.90E-05
332,0.002648754,0.002642946,0.000101261
333,0.002733052,0.0027272,0.000115229
