Item,Open,Close,Volume
334,0.002715305,0.002709462,0.000114356
335,0.002679812,0.002647379,0.000124831
336,0.002644318,0.002638511,7.51E-05
337,0.002657627,0.002651814,0.000106499
338,0.002599949,0.002594166,8.03E-05
339,0.002520087,0.002514346,7.86E-05
340,0.002471282,0.002447828,0.000101261
341,0.002267191,0.002261581,0.000111737
342,0.002236134,0.00223054,8.03E-05
343,0.002333743,0.002328098,5.50E-05
344,0.002156272,0.002150719,8.03E-05
345,0.002174019,0.002128546,0.000126577
346,0.002089721,0.002084202,6.11E-05
347,0.002000985,0.001995512,6.98E-05
348,0.00195218,0.001946733,0.000160622
349,0.001943307,0.001937865,4.10E-05
350,0.001965491,0.002017684,8.03E-05
351,0.002085284,0.002079767,3.93E-05
352,0.002160709,0.002155153,4.19E-05
353,0.002142962,0.002137415,0.00079176
354,0.002036479,0.002030988,3.14E-05
355,0.00207641,0.002070898,3.84E-05
356,0.002142962,0.002137415,4.02E-05
357,0.002178455,0.002172891,5.24E-05
358,0.002147398,0.00214185,2.27E-05
359,0.00220064,0.002195064,4.19E-05
360,0.002160709,0.002155153,4.02E-05
361,0.002174019,0.002168456,2.79E-05
362,0.002302686,0.002297056,4.89E-05
363,0.002391421,0.002385746,5.50E-05
364,0.002395857,0.00239018,2.71E-05
365,0.002382547,0.002376877,3.14E-05
366,0.002333743,0.002328098,3.32E-05
367,0.002276065,0.00227045,3.14E-05
368,0.002174019,0.002168456,5.24E-05
369,0.002058663,0.002053161,0.0001484
370,0.002063099,0.002057595,4.54E-05
371,0.002094158,0.002088637,5.41E-05
372,0.001974364,0.001968906,0.000104753
373,0.001912249,0.001906822,8.64E-05
374,0.001974364,0.001968906,5.32E-05
375,0.002032042,0.002026554,4.45E-05
376,0.00221395,0.002208367,5.85E-05
377,0.00221395,0.002208367,3.75E-05
378,0.002253881,0.002248277,3.23E-05
379,0.002209513,0.002203932,2.18E-05
380,0.002231697,0.002226105,2.01E-05
381,0.002284938,0.002279318,2.71E-05
382,0.0023648,0.002359139,5.06E-05
383,0.002253881,0.002248277,4.02E-05
384,0.00233818,0.002332532,4.71E-05
385,0.002320432,0.002314794,5.50E-05
386,0.002302686,0.002297056,3.32E-05
387,0.002320432,0.002314794,5.67E-05
388,0.002418042,0.002412353,5.06E-05
389,0.002568892,0.002563125,8.73E-05
390,0.002515651,0.002509911,9.86E-05
391,0.002582202,0.002576428,6.46E-05
392,0.002608823,0.002603035,6.20E-05
393,0.00265319,0.002647379,7.51E-05
394,0.002551145,0.002545387,7.07E-05
395,0.002599949,0.002594166,8.21E-05
396,0.002737489,0.002731635,0.000121339
397,0.0027508,0.002744938,7.25E-05
398,0.002821788,0.00281589,7.51E-05
399,0.002830662,0.002824759,9.34E-05
400,0.002786294,0.002780414,5.85E-05
401,0.002746363,0.002740504,6.63E-05
402,0.002724179,0.002718332,4.54E-05
403,0.002728615,0.002722765,5.06E-05
404,0.002684249,0.002678421,3.84E-05
405,0.002724179,0.002718332,5.24E-05
406,0.002759674,0.002753807,8.82E-05
407,0.002790731,0.002784849,7.68E-05
408,0.002786294,0.002780414,3.40E-05
409,0.002741926,0.002736069,5.76E-05
410,0.002706432,0.002700593,3.40E-05
411,0.002772984,0.00276711,4.28E-05
412,0.00276411,0.002758241,4.10E-05
413,0.0027508,0.002744938,2.97E-05
414,0.002772984,0.00276711,4.71E-05
415,0.002852845,0.002846931,6.81E-05
416,0.002923834,0.002917882,0.000105626
417,0.002941581,0.002935621,6.90E-05
418,0.002941581,0.002935621,6.81E-05
419,0.003003696,0.002997703,9.69E-05
420,0.003025879,0.003019875,0.000123085
421,0.003052501,0.003046483,0.000107372
422,0.003092432,0.003086393,0.000126577
423,0.00303919,0.003033179,0.000113483
424,0.003083558,0.003077523,0.000125704
425,0.003132362,0.003126302,0.000140544
426,0.003123489,0.003117434,0.000124831
427,0.003092432,0.003086393,9.25E-05
428,0.003079121,0.003073089,0.00011261
429,0.003079121,0.003073089,0.000116102
430,0.003070247,0.00306422,0.00011872
431,0.002994822,0.002988834,0.000125704
432,0.002950454,0.002944489,7.77E-05
433,0.002985948,0.002979965,8.73E-05
434,0.002994822,0.002988834,6.81E-05
435,0.002937144,0.002931186,6.98E-05
436,0.002932707,0.002926751,5.67E-05
437,0.003025879,0.003019875,5.15E-05
438,0.003101304,0.003095261,9.86E-05
439,0.003167857,0.003161779,0.000178081
440,0.003136799,0.003130737,9.34E-05
441,0.00316342,0.003157344,0.000116974
442,0.003158983,0.003144041,0.000164113
443,0.003105742,0.003099696,8.82E-05
444,0.003087995,0.003081958,5.06E-05
445,0.003127926,0.003121869,8.90E-05
446,0.003172293,0.003188385,0.000151019
447,0.003158983,0.003152909,8.64E-05
448,0.003123489,0.003117434,6.29E-05
449,0.003114615,0.003108565,6.20E-05
450,0.002959328,0.002953358,0.000109118
451,0.002875029,0.002700593,0.000260137
452,0.002746363,0.002740504,0.000119593
453,0.002830662,0.002824759,8.12E-05
454,0.002799604,0.002793717,5.41E-05
455,0.002733052,0.0027272,8.47E-05
456,0.002573329,0.002673987,0.000190302
457,0.002666501,0.002660683,6.90E-05
458,0.002790731,0.002784849,6.55E-05
459,0.002861719,0.0028558,6.02E-05
460,0.002786294,0.002780414,4.28E-05
461,0.002701995,0.002731635,9.34E-05
462,0.002591076,0.002585297,6.55E-05
463,0.002582202,0.002576428,5.85E-05
464,0.002706432,0.002700593,6.37E-05
465,0.002768546,0.002718332,8.38E-05
466,0.0027508,0.002744938,4.19E-05
467,0.002746363,0.002740504,4.02E-05
468,0.002737489,0.002731635,3.49E-05
469,0.002746363,0.002691724,0.00037362
470,0.002675375,0.002669552,3.40E-05
471,0.002657627,0.002651814,3.06E-05
472,0.002551145,0.002545387,4.10E-05
473,0.002506777,0.00255869,8.12E-05
474,0.002666501,0.002660683,4.98E-05
475,0.002644318,0.002638511,3.58E-05
476,0.002670938,0.002665118,2.88E-05
477,0.00276411,0.002758241,6.90E-05
478,0.002790731,0.00281589,0.000481865
479,0.002879466,0.002873537,4.71E-05
480,0.002848409,0.002842496,5.15E-05
481,0.002968202,0.002962227,9.60E-05
482,0.002985948,0.002979965,0.000109118
483,0.002999259,0.002997703,0.000103007
484,0.002950454,0.002944489,5.41E-05
485,0.002981512,0.002975531,4.71E-05
486,0.002990385,0.002984399,5.59E-05
487,0.002981512,0.002975531,5.41E-05
488,0.002977076,0.002993269,7.86E-05
489,0.003034753,0.003028744,4.80E-05
490,0.003070247,0.00306422,6.72E-05
491,0.003070247,0.00306422,5.24E-05
492,0.003043627,0.003037613,4.45E-05
493,0.003052501,0.003050917,3.40E-05
494,0.00301257,0.003006572,6.81E-05
495,0.003105742,0.003099696,6.29E-05
496,0.003123489,0.003117434,6.37E-05
497,0.003123489,0.003152909,0.000109991
498,0.003172293,0.003166212,2.88E-05
499,0.003207787,0.003201688,4.19E-05
500,0.003225534,0.003219427,6.46E-05
501,0.003234408,0.003214992,0.000497578
502,0.003181167,0.003175082,5.67E-05
503,0.003145673,0.003139606,5.50E-05
504,0.003198914,0.00319282,6.81E-05
505,0.003252155,0.003246033,8.90E-05
506,0.003287649,0.003325854,0.000132687
507,0.003287649,0.003281509,5.24E-05
508,0.00330096,0.003294813,6.02E-05
509,0.003349765,0.003343592,7.42E-05
510,0.003371948,0.003365764,8.73E-05
511,0.003407442,0.003458888,0.000150146
512,0.003553856,0.003547577,0.000103007
513,0.003500615,0.003494364,8.21E-05
514,0.003509488,0.003503232,7.25E-05
515,0.003505051,0.003498798,7.94E-05
516,0.003522798,0.003525406,0.000131815
517,0.003513925,0.003507667,8.64E-05
518,0.003363074,0.003356895,9.95E-05
519,0.003323143,0.003316985,9.34E-05
520,0.003394131,0.003387936,5.32E-05
521,0.003442936,0.003308116,0.000131815
522,0.003309834,0.003303682,7.42E-05
523,0.003340891,0.003334723,4.98E-05
524,0.003309834,0.003303682,3.75E-05
525,0.003367511,0.00336133,5.32E-05
526,0.003371948,0.003303682,7.68E-05
527,0.003225534,0.003219427,4.89E-05
528,0.003203351,0.003197255,5.24E-05
529,0.003198914,0.00319282,4.02E-05
530,0.00319004,0.003139606,6.90E-05
531,0.002977076,0.002971097,7.77E-05
532,0.002857282,0.002851365,0.000107372
533,0.00288834,0.002882407,5.41E-05
534,0.002977076,0.002913448,8.64E-05
535,0.002883903,0.002877972,2.97E-05
536,0.002897213,0.002891276,4.54E-05
537,0.002946018,0.002940055,3.58E-05
538,0.002932707,0.002926751,2.27E-05
539,0.002941581,0.002940055,6.46E-05
540,0.003119052,0.003112999,7.25E-05
541,0.003132362,0.003126302,5.59E-05
542,0.003123489,0.003117434,4.10E-05
543,0.003136799,0.003130737,5.85E-05
544,0.003158983,0.003077523,9.60E-05
545,0.003092432,0.003086393,4.10E-05
546,0.003141236,0.003135172,4.98E-05
547,0.003150109,0.003144041,4.63E-05
548,0.003150109,0.003144041,5.32E-05
549,0.003185604,0.003219427,9.17E-05
550,0.003203351,0.003197255,3.75E-05
551,0.003181167,0.003175082,3.06E-05
552,0.003212224,0.003206123,4.36E-05
553,0.003229971,0.003223861,4.80E-05
554,0.003234408,0.003223861,6.20E-05
555,0.003167857,0.003161779,2.79E-05
556,0.00316342,0.003157344,2.53E-05
557,0.003256592,0.003250468,5.50E-05
558,0.003340891,0.003334723,7.16E-05
559,0.003411879,0.003418978,0.000146655
560,0.003340891,0.003334723,8.55E-05
561,0.00331427,0.003308116,4.54E-05
562,0.00331427,0.003308116,4.71E-05
563,0.003269902,0.003263771,3.93E-05
564,0.003261029,0.003166212,8.03E-05
565,0.003221098,0.003214992,3.06E-05
566,0.003234408,0.003228296,2.10E-05
567,0.003309834,0.003303682,3.40E-05
568,0.00332758,0.00323273,0.000135306
569,0.003105742,0.003099696,8.55E-05
570,0.003074684,0.003068655,5.76E-05
571,0.002999259,0.002993269,7.68E-05
572,0.00303919,0.003033179,4.36E-05
573,0.003043627,0.003117434,6.20E-05
574,0.003074684,0.003068655,4.36E-05
575,0.003030316,0.00302431,3.06E-05
576,0.003008133,0.003002137,7.33E-05
577,0.003056938,0.003050917,4.36E-05
578,0.003074684,0.003055351,6.90E-05
579,0.003034753,0.003028744,3.75E-05
580,0.002959328,0.002953358,2.27E-05
581,0.002892776,0.002886841,5.76E-05
582,0.00306581,0.003059785,4.89E-05
583,0.003079121,0.00310413,6.98E-05
584,0.003114615,0.003108565,3.32E-05
585,0.00317673,0.003170647,3.32E-05
586,0.003198914,0.00319282,4.28E-05
587,0.00319004,0.003183951,1.92E-05
588,0.003172293,0.003144041,3.23E-05
589,0.00316342,0.003157344,1.31E-05
590,0.003119052,0.003112999,1.83E-05
591,0.003083558,0.003077523,2.71E-05
592,0.00306581,0.003059785,1.48E-05
593,0.00306581,0.003081958,2.71E-05
594,0.003145673,0.003139606,3.58E-05
595,0.00316342,0.003157344,4.10E-05
596,0.003221098,0.003214992,5.41E-05
597,0.003212224,0.003206123,3.58E-05
598,0.003212224,0.003228296,4.36E-05
599,0.003207787,0.003201688,2.62E-05
600,0.00319004,0.003183951,3.40E-05
601,0.003198914,0.00319282,3.14E-05
602,0.003172293,0.003166212,3.93E-05
603,0.00316342,0.003157344,1.75E-05
604,0.003238845,0.00323273,4.02E-05
605,0.003305396,0.003299247,5.85E-05
606,0.003376385,0.003370199,6.81E-05
607,0.00342519,0.003418978,4.63E-05
608,0.003363074,0.003356895,4.19E-05
609,0.003398568,0.003392371,3.93E-05
610,0.003398568,0.003392371,5.50E-05
611,0.00342519,0.003418978,3.40E-05
612,0.003394131,0.003387936,2.10E-05
613,0.003407442,0.00340124,1.57E-05
614,0.00345181,0.003445585,4.63E-05
615,0.003487304,0.00348106,5.06E-05
616,0.003522798,0.003516536,3.93E-05
617,0.003509488,0.003503232,4.02E-05
618,0.003527235,0.003520971,4.02E-05
619,0.003553856,0.003547577,4.28E-05
620,0.003593787,0.003587488,3.93E-05
621,0.003629281,0.003622964,4.10E-05
622,0.003686958,0.003680611,5.59E-05
623,0.003757948,0.003751564,6.20E-05
624,0.003731326,0.003724956,5.06E-05
625,0.003726889,0.003720521,3.58E-05
626,0.003691395,0.003685046,2.97E-05
627,0.003686958,0.003680611,9.60E-06
628,0.003642592,0.003636267,3.32E-05
629,0.003620407,0.003614094,2.36E-05
630,0.003695832,0.003689481,2.62E-05
631,0.003718017,0.003711653,3.06E-05
632,0.003775694,0.003769301,4.19E-05
633,0.003775694,0.003769301,3.32E-05
634,0.003726889,0.003720521,2.36E-05
635,0.003638154,0.003631832,2.44E-05
636,0.003682523,0.003676178,3.49E-06
637,0.003704706,0.00369835,1.48E-05
638,0.003753511,0.003747129,2.44E-05
639,0.003811189,0.003804777,4.63E-05
640,0.003775694,0.003769301,3.40E-05
641,0.003793442,0.003787039,2.53E-05
642,0.003820062,0.003813646,2.36E-05
643,0.003868867,0.003862425,4.36E-05
644,0.003882177,0.003875728,4.28E-05
645,0.003904361,0.003897901,2.71E-05
646,0.003895487,0.003889032,1.83E-05
647,0.003908797,0.003902335,2.71E-05
648,0.003899925,0.003893467,3.49E-05
649,0.003935418,0.003928942,3.84E-05
650,0.003948728,0.003942245,3.75E-05
651,0.003935418,0.003928942,3.67E-05
652,0.003842246,0.003835818,3.23E-05
653,0.003828936,0.003822515,2.18E-05
654,0.003828936,0.003822515,1.66E-05
655,0.003793442,0.003787039,1.31E-05
656,0.003678086,0.003671743,3.06E-05
657,0.003655901,0.00364957,2.10E-05
658,0.003682523,0.003676178,1.92E-05
659,0.003695832,0.003689481,5.24E-06
660,0.003700269,0.003693915,1.48E-05
661,0.003647028,0.003640702,8.73E-06
662,0.003629281,0.003622964,1.31E-05
663,0.003678086,0.003671743,1.66E-05
664,0.003691395,0.003685046,2.10E-05
665,0.003718017,0.003711653,1.31E-05
666,0.003771258,0.003764867,2.01E-05
667,0.003815625,0.003809211,4.02E-05
668,0.003811189,0.003804777,3.32E-05
669,0.003797878,0.003791473,2.62E-05
670,0.003753511,0.003747129,3.75E-05
671,0.003642592,0.003636267,4.98E-05
672,0.003567166,0.003560881,7.42E-05
673,0.003580476,0.003574184,2.01E-05
674,0.003576039,0.003569749,2.62E-05
